"file","roi","duration","pres_min.kPa.","pres_min.time.","pres_max.kPa.","pres_max.time.","pres_median.kPa.","pres_iqr.kPa.","pres_max_1s_nadir.kPa.","pres_max_1s_nadir.time.","pres_rpc","pres_acclim_pres_surface","pres_acclim_pres_depth","pres_lrpc_surface","pres_lrpc_depth","nadir_baro","rpc_baro","lrpc_baro_surface","lrpc_baro_depth","rot_min.degs.","rot_min.time.","rot_max.degs.","rot_max.time.","rot_median.degs.","rot_iqr.degs.","acc_hig_min.g.","acc_hig_min.time.","acc_hig_max.g.","acc_hig_max.time.","acc_hig_median.g.","acc_hig_iqr.g.","acc_event_95g","acc_event_200g","acc_event_400g","acc_strike","acc_shear","acc_collision","acc_inacc_min.ms.","acc_inacc_min.time.","acc_inacc_max.ms.","acc_inacc_max.time.","acc_inacc_median.ms.","acc_inacc_iqr.ms.","acc_peak_1.time.","acc_peak_1.g.","acc_peak_1_type","acc_peak_2.time.","acc_peak_2.g.","acc_peak_2_type","acc_peak_3.time.","acc_peak_3.g.","acc_peak_3_type","acc_peak_4.time.","acc_peak_4.g.","acc_peak_4_type","acc_peak_5.time.","acc_peak_5.g.","acc_peak_5_type","acc_peak_6.time.","acc_peak_6.g.","acc_peak_6_type","acc_strike_event.time.","acc_strike_event.g.","acc_peak_7.time.","acc_peak_7.g.","acc_peak_7_type","acc_peak_8.time.","acc_peak_8.g.","acc_peak_8_type","acc_peak_9.time.","acc_peak_9.g.","acc_peak_9_type","acc_peak_10.time.","acc_peak_10.g.","acc_peak_10_type","acc_peak_11.time.","acc_peak_11.g.","acc_peak_11_type","acc_peak_12.time.","acc_peak_12.g.","acc_peak_12_type","acc_peak_13.time.","acc_peak_13.g.","acc_peak_13_type","acc_peak_14.time.","acc_peak_14.g.","acc_peak_14_type","acc_peak_15.time.","acc_peak_15.g.","acc_peak_15_type","acc_peak_16.time.","acc_peak_16.g.","acc_peak_16_type","acc_peak_17.time.","acc_peak_17.g.","acc_peak_17_type","acc_peak_18.time.","acc_peak_18.g.","acc_peak_18_type","acc_peak_19.time.","acc_peak_19.g.","acc_peak_19_type","acc_peak_20.time.","acc_peak_20.g.","acc_peak_20_type","acc_peak_21.time.","acc_peak_21.g.","acc_peak_21_type"
"B75-0320152717","roi2_inflow_passage",NA,104.95,145.15,127.21,177.79,126.45,0.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,209.96,543.17,142.29,20.2,41.42,0,142.12,17.2,159.15,1.6,1,0,0,0,NA,0,0,-3.15,158.85,10.07,159.18,0.08,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320152717","roi3_prenadir",NA,123.89,212.05,126.16,211.77,125.83,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.59,211.76,467.59,212.04,128.82,151.66,0.2,211.88,4.8,212.05,1.5,0.9,0,0,0,NA,0,0,-0.17,211.98,12.94,212.05,0.43,0.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320152717","roi4_nadir",NA,94.16,212.15,147.19,212.25,123.67,23.57,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,166.71,212.08,2790.91,212.18,973.41,1059.07,2.1,212.06,384.3,212.17,8.9,12.28,2,1,0,"N",0,0,13.12,212.05,221.83,212.17,64.74,43.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320152717","roi5_postnadir",NA,122.15,212.49,149.45,212.3,141.53,12.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434.8,212.55,2959,212.51,2166.83,575.01,1.9,212.37,531,212.45,8.1,6.32,2,1,1,NA,0,1,22.73,212.38,161.02,212.52,66.25,58.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320152717","roi6_outflow_passage",NA,102.87,214.1,139.62,212.57,110.66,8.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.95,214.71,1323.37,212.67,465.36,306.19,0.2,212.87,72.2,212.63,1.8,1.1,0,0,0,NA,0,0,-4.39,214.13,83.63,212.55,1.38,4.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320152717","roi7_sens_outgress",NA,103.6,218.19,110.48,215.54,106.02,3.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.65,216.74,1080.55,216.04,470.16,280.85,0,217.21,27.2,216,1.5,1,0,0,0,NA,0,0,-2.61,216.35,11.11,216.02,0.28,2.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320154136","overall",NA,99.75,196.57,148.03,196.6,125.02,0.3,124.92,195.82,25.17,101.3,106.2,0.0154,0.0627,"N","N","N","N",0.09,168.75,3448.04,196.76,16.59,30.99,0,117.7,564.8,196.58,1.4,0.9,1,1,1,"Y",0,1,-9.64,115.28,208.1,196.58,0.22,0.09,196.584,564.8,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,196.584,564.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320154136","roi1_sens_ingress",NA,99.99,115.25,142.56,115.34,105.7,2.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.19,115.84,408.31,115.36,186.27,250.03,0.2,115.4,94.3,115.32,2.5,1.3,0,0,0,NA,0,0,-9.64,115.28,147.14,115.35,1.06,4.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320154136","roi2_inflow_passage",NA,106.71,119.12,126.01,146.02,125.03,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.09,168.75,595.75,117.62,15.04,24.6,0,117.7,18.8,130.67,1.4,0.9,0,0,0,NA,0,0,-2.7,130.63,7.03,131.88,0.22,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320154136","roi3_prenadir",NA,122.56,196.47,124.5,196.19,124.25,0.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1,196.27,399.07,196.43,104.8,258.26,0.2,196.26,26.9,196.36,1.6,1.1,0,0,0,NA,0,0,-1.94,196.38,16.69,196.47,0.38,0.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320154136","roi4_nadir",NA,99.75,196.57,148.03,196.6,122.57,22.14,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,309.44,196.49,3060.55,196.6,1204.43,1272.85,1.1,196.47,564.8,196.58,8.5,14.85,1,1,1,"Y",0,1,14.58,196.48,208.1,196.58,46.99,78.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320154136","roi5_postnadir",NA,121.55,196.95,146.8,196.71,133.83,10.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2020.35,196.67,3448.04,196.76,2822.06,643.67,0.7,196.97,25.4,196.75,9.35,8.85,0,0,0,NA,0,0,21.02,196.94,191.58,196.75,78.74,82.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320154136","roi6_outflow_passage",NA,105.42,197.63,136.05,197.09,111.04,9.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,178.93,197.88,2332.01,196.97,1038.78,749.45,0.2,197.08,83.8,197.84,1.9,1.2,0,0,0,NA,0,0,-8.09,197.73,46.95,197.6,1.44,6.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320154136","roi7_sens_outgress",NA,101.4,201,111.7,199.19,110.86,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.69,199.66,1780.2,199.17,497.1,503.31,0.2,199.31,4.6,199.21,1.6,1,0,0,0,NA,0,0,-2.59,201,17.2,199,1.79,2.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320161959","overall",NA,91.44,141.24,146.8,141.38,111.77,4.07,123.26,141.22,31.82,101.3,106.2,0.1024,0.1496,"N","N","N","N",1,139.84,2982.24,141.56,148.32,296.71,0,121.25,400.7,141.34,1.8,1.2,5,2,1,"Y",0,1,-6.23,144.69,223.48,141.24,0.24,0.3,141.256,368.5,"collision",141.3395,400.7,"collision",141.358,114.5,"collision",141.779,101.7,"collision",144.188,102.4,"collision",NA,NA,NA,141.3395,400.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320161959","roi1_sens_ingress",NA,100.03,117,126.34,117.02,106.79,1.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.26,117.62,542.56,118.16,152.86,240.54,0.2,118.24,61.3,117,2.8,1.6,0,0,0,NA,0,0,-6.11,117,147.12,117.04,0.44,1.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320161959","roi2_inflow_passage",NA,106.66,121.17,122.99,137.06,118.07,11.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,139.84,444.27,119.1,38.74,60.9,0,121.25,17.3,132.92,2,1.3,0,0,0,NA,0,0,-3.11,129.03,8.29,132.25,0.23,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320161959","roi3_prenadir",NA,120.43,141.14,122.49,140.86,122.18,0.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,148.01,140.84,298.59,141.03,254.52,66.76,0.2,141.07,5.5,141.07,2,1.3,0,0,0,NA,0,0,0.25,140.86,15.04,141.14,1.54,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320161959","roi4_nadir",NA,91.44,141.24,145.65,141.33,120.4,24.06,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,204.14,141.23,2881.23,141.26,1029.13,1199.27,1.7,141.2,400.7,141.34,7.7,9.05,1,1,0,"N",0,0,-1.5,141.21,223.48,141.24,54.73,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320161959","roi5_postnadir",NA,122.48,141.58,146.8,141.38,137.03,9.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022.81,141.4,2982.24,141.56,2255.56,1207.89,1,141.62,114.5,141.36,11.3,8.6,1,0,0,NA,0,0,2.95,141.64,179.76,141.46,88.33,74.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320161959","roi6_outflow_passage",NA,107.03,142.77,138.86,141.66,110.98,12.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191.61,142.56,2670.33,141.66,674.79,410.71,0.2,142.52,101.7,141.78,2.35,1.6,1,0,0,NA,0,0,-5.65,143.64,75.53,141.68,3.61,6.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B75-0320161959","roi7_sens_outgress",NA,104.07,179,113.19,162.72,111.53,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.34,173.81,1720.14,174.36,250.27,305.9,0,144.78,102.4,144.19,1.7,1,1,0,0,NA,0,0,-6.23,144.69,27.77,160.49,0.25,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320152733","overall",NA,99.84,153.13,145.34,206.6,106.12,14.85,126.41,205.61,10.55,101.3,106.2,-0.1343,-0.0871,"N","N","N","N",0.3,188.46,3255.53,206.7,18.28,63.82,0,140.63,692.5,139.26,1.5,0.9,10,4,2,"Y",0,2,-9.56,147.51,221.68,206.73,0.28,0.08,139.255,692.5,"collision",139.2585,220,"collision",139.261,114.7,"collision",166.0915,156.4,"collision",206.41,155.6,"collision",206.443,113.6,"collision",206.473,508.6,206.473,508.6,"collision",206.478,193.4,"collision",206.6705,158.3,"collision",206.8025,209.6,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320152733","roi1_sens_ingress",NA,99.99,139.12,119.12,139.27,100.59,0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65,142.56,777.95,139.34,84.69,225.16,0,140.63,692.5,139.26,1.6,0.9,3,2,1,NA,0,1,-9.48,139.14,60.62,139.31,0.3,0.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320152733","roi2_inflow_passage",NA,99.84,153.13,126.41,205.61,106.71,15.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,188.46,573.54,147.73,12.66,37.27,0,145.2,156.4,166.09,1.4,0.9,1,0,0,NA,0,0,-9.56,147.51,62.06,147.46,0.28,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320152733","roi3_prenadir",NA,124.94,206.31,125.44,206.07,125.23,0.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.62,206.19,1112.28,206.3,128.6,69.2,0.2,206.18,34.1,206.27,1.6,1.1,0,0,0,NA,0,0,-4.13,206.15,13.18,206.34,-0.83,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320152733","roi4_nadir",NA,115.86,206.45,144.83,206.54,124.89,13.71,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,200.1,206.51,2182.24,206.55,1211.63,526.13,1.1,206.52,508.6,206.47,8,13.5,4,1,1,"Y",0,1,6.52,206.55,217.73,206.48,57.84,58.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320152733","roi5_postnadir",NA,126.37,206.85,145.34,206.6,138.09,7.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871.11,206.83,3255.53,206.7,2156.03,473.68,2.4,206.74,209.6,206.8,11.1,14.25,2,1,0,NA,0,0,9.28,206.79,221.68,206.73,90.84,98.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320152733","roi6_outflow_passage",NA,103.15,208.31,137.55,206.98,111.42,10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.21,208.12,2369.29,206.86,667.93,444.33,0.1,207.02,69.3,207.21,1.8,1.3,0,0,0,NA,0,0,-6.13,208.26,87.31,206.85,1.44,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320152733","roi7_sens_outgress",NA,99.97,212,111.86,209.52,109.66,9.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.7,210.39,1218.72,210.43,520.78,276.93,0.1,209.1,49.6,210.39,1.6,1,0,0,0,NA,0,0,-5.24,211.44,16.19,210.55,0.52,2.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320154149","overall",NA,100.02,115.31,147.94,193.71,118.6,14.24,123.84,192.56,12.55,101.3,106.2,-0.0941,-0.0468,"N","N","N","N",0,173.71,2335.61,193.62,9.94,28.77,0,117.88,599.2,193.48,1.5,0.9,12,7,2,"Y",0,2,-9.66,115.35,213.05,193.53,0.26,0.05,193.2315,163.4,"collision",193.4815,599.2,"collision",193.4845,188,"collision",193.487,130.4,"collision",193.493,226.4,"collision",193.5,185.2,"collision",193.533,527.4,193.533,527.4,"collision",193.536,156,"collision",193.5445,264.4,"collision",193.8185,203.4,"collision",195.453,274.8,"collision",196.065,233.9,"collision",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320154149","roi1_sens_ingress",NA,100.02,115.31,125.29,115.39,105.26,2.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.71,115.88,361.21,115.55,255.29,193.04,0.4,115.36,72,115.37,2.3,1.3,0,0,0,NA,0,0,-9.66,115.35,147.18,115.41,1.12,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320154149","roi2_inflow_passage",NA,104.31,119.74,124.76,169.32,120.58,13.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,173.71,501.8,117.46,7.82,18.74,0,117.88,20.5,192.5,1.5,0.9,0,0,0,NA,0,0,-4.28,120.95,4.95,192.19,0.26,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320154149","roi3_prenadir",NA,122.97,193.11,123.48,193.1,123.17,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.57,193.07,999.12,193.34,727.59,748.18,0.2,193.18,163.4,193.23,1.9,1.3,1,0,0,NA,0,0,-5.53,193.3,9.3,193.37,-1.41,2.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"B76-0320154149","roi4_nadir",NA,111.29,193.52,147.15,193.66,123.41,16.91,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA,NA,103.98,193.52,2335.61,193.62,933.14,1336.65,0.7,193.58,599.2,193.48,5.8,6.43,8,4,2,"Y",0,2,5.51,193.39,213.05,193.53,40.15,39.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
