file,class,sensor,date_deploy,time_deploy,duration[mm:ss],t_max_p_1s_nadir,t_nadir,nadir,max_p_1s_nadir,rate_pc,ratio_pc,log_RPC,treatment,inj_pos,sens_wc_pos_ent,sens_wc_pos_blade,sens_wc_pos_exit,clear_passage,rotate_hub,pres_force,passage_loc,centre_hub_contact,blade_contact,n_contact,c_1_bl,c_1_sl,c_1_bv,c_1_type,c_2_bl,c_2_sl,c_2_bv,c_2_type,t_start_roi1,t_end_roi1,t_start_roi2,t_end_roi2,t_start_roi3,t_end_roi3,t_start_roi4,t_end_roi4,t_start_roi5,t_end_roi5,t_start_roi6,t_end_roi6,max_accmag_roi1,max_accmag_roi2,max_accmag_roi3,max_accmag_roi4,max_accmag_roi5,max_accmag_roi6,max_accmag_time_roi1,max_accmag_time_roi2,max_accmag_time_roi3,max_accmag_time_roi4,max_accmag_time_roi5,max_accmag_time_roi6,nadir_acceleration,max_hig_roi1,max_hig_roi2,max_hig_roi3,max_hig_roi4,max_hig_roi5,max_hig_roi6,max_hig_time_roi1,max_hig_time_roi2,max_hig_time_roi3,max_hig_time_roi4,max_hig_time_roi5,max_hig_time_roi6,max_nadir_acc_dist,max_nadir_acc_position,acc_rms,accmag_1,accmag_1_t,accmag_1_p,guide_vane_contact,accmag_2,accmag_2_t,accmag_2_p,accmag_3,accmag_3_t,accmag_3_p,accmag_4,accmag_4_t,accmag_4_p,inj_to_pre_nadir_accmag_count,pre_nadir_event_accmag_count,nadir_event_accmag_count,post_nadir_event_accmag_count,post_nadir_to_rec_accmag_count,accmag_5,accmag_5_t,accmag_5_p,accmag_6,accmag_6_t,accmag_6_p,accmag_7,accmag_7_t,accmag_7_p,accmag_8,accmag_8_t,accmag_8_p
B64-0716161049_imp,100_imp,B64,16/07,16:10:49,00:59:00,30.34,31.14,1068.5,1166.5,98,0.935891436593355,-0.0662557957770653,400 (100%),High,7,6,7,No contact,No hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,29.7,32.58,31.04,31.24,30.74,31.04,31.24,31.54,29.7,30.74,31.54,32.58,71.915,59.225,3.081,61.065,2.367,71.915,31.78,31.2,30.85,31.46,30.74,31.78,58.562,118,10.2,NA,9.8,NA,118,32.1805,31.1145,NA,31.483,NA,32.1805,0.06,After nadir,29.3462508289268,NA,NA,NA,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0716165138_imp,100_imp,B64,16/07,16:51:38,01:00:00,26.55,27.4,1075.2,1160.9,85.7,0.930059523809524,-0.0725066907867481,400 (100%),Low,7,7,5,No contact,No hub rotation,Pressure force,Absolute tip,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,25.96,28.84,27.3,27.5,27,27.3,27.5,27.8,25.96,27,27.8,28.84,83.147,62.984,3.444,83.147,1.461,43.856,27.75,27.47,27.14,27.75,26.63,28.08,39.482,517,NA,NA,517,4,43.6,27.7125,NA,NA,27.7125,26.2285,28.1675,0.07,After nadir,29.3951627677558,NA,NA,NA,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0716171843_imp,100_imp,B64,16/07,17:18:43,00:59:00,30.93,30.95,800.1,1179.8,379.7,1.24984376952881,0.223018559126059,400 (100%),High,6,7,2,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near tip,2,13,Direct,NA,NA,NA,NA,29.51,32.39,30.85,31.05,30.55,30.85,31.05,31.35,29.51,30.55,31.35,32.39,176.578,176.578,7.265,156.983,1.361,49.664,30.96,30.96,30.85,31.31,30.55,31.41,124.948,541.8,541.8,NA,84.1,NA,42.5,30.929,30.929,NA,31.0985,NA,31.366,0.01,After nadir,76.3474512067162,176.578,30.96,929.4,GV contact,156.983,31.31,1309.9,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0716180551_imp,100_imp,B64,16/07,18:05:51,00:59:00,28.47,28.5,1040.6,1146.7,106.1,0.960984047664809,-0.039797469874066,400 (100%),Low,5,5,3,No contact,No hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,27.06,29.94,28.4,28.6,28.1,28.4,28.6,28.9,27.06,28.1,28.9,29.94,131.01,131.01,2.208,31.29,1.127,41.434,28.49,28.49,28.37,28.63,27.11,29.07,93.688,314.8,19.5,NA,190.8,NA,314.8,29.112,28.4715,NA,28.618,NA,29.112,-0.01,Before nadir,50.7286551711771,131.01,28.49,1071.6,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0716190017_imp,100_imp,B64,16/07,19:00:17,00:59:00,23.3,23.31,947,1193.9,246.9,1.05596620908131,0.0544561857960588,400 (100%),High,7,7,5,Contact,NA,NA,NA,No CH contact,Blade contact,1,Absolute tip,4,14,Direct,NA,NA,NA,NA,21.87,24.75,23.21,23.41,22.91,23.21,23.41,23.71,21.87,22.91,23.71,24.75,156.681,156.681,2.153,53.985,1.963,13.734,23.35,23.35,23.02,23.41,22.83,24.09,110.495,551.3,551.3,NA,252,NA,5.4,23.293,23.293,NA,23.636,NA,24.137,0.04,After nadir,80.1214685045983,156.681,23.35,1065.9,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0717120236_imp,100_imp,B64,17/07,12:02:36,00:59:00,34.35,34.39,1087.7,1157.6,69.8999999999999,0.919371150133309,-0.0840653751176676,400 (100%),Low,6,6,6,No contact,No hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,32.95,35.83,34.29,34.49,33.99,34.29,34.49,34.79,32.95,33.99,34.79,35.83,142.02,105.697,5.719,142.02,1.455,73.052,34.55,34.37,34.27,34.55,33.99,34.89,87.398,360.6,15.6,NA,360.6,NA,206.7,34.6065,34.3495,NA,34.6065,NA,35.0995,-0.02,Before nadir,60.9513535417502,105.697,34.37,1123.5,GV contact,142.02,34.55,1343.1,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0717123232_imp,100_imp,B64,17/07,12:32:32,00:59:00,35.32,36.26,1045.3,1186.4,141.1,0.956663158901751,-0.0443039255565244,400 (100%),High,6,6,7,No contact,No hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,34.82,37.7,36.16,36.36,35.86,36.16,36.36,36.66,34.82,35.86,36.66,37.7,154.837,154.837,5.492,64.479,8.553,20.126,36.27,36.27,36.16,36.46,35.03,37.07,136.392,76.3,46,4.4,9.2,21.3,76.3,37.0285,36.2425,35.9195,36.4395,35.0075,37.0285,0.01,After nadir,62.8923202049495,154.837,36.27,1071.4,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B64-0717132327_imp,100_imp,B64,17/07,13:23:27,00:59:00,25,25.04,995.3,1224.1,228.8,1.00472219431327,0.00471107973011928,400 (100%),Low,7,7,7,Contact,NA,NA,NA,No CH contact,Blade contact,1,Absolute tip,4,14,Direct,NA,NA,NA,NA,23.6,26.48,24.94,25.14,24.64,24.94,25.14,25.44,23.6,24.64,25.44,26.48,188.366,188.366,10.711,94.975,1.925,53.133,25.03,25.03,24.94,25.14,24.64,25.44,178.136,568.9,568.9,39.3,8.3,5.5,153.3,24.992,24.992,24.922,25.1805,23.962,25.451,-0.01,Before nadir,101.793088304752,188.366,25.03,1032.8,No GV contact,117.775,25.13,1388.3,NA,NA,NA,NA,NA,NA,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0716132835_imp,100_imp,B65,16/07,13:28:35,00:59:00,30.77,30.9,967.5,1136.5,169,1.03359173126615,0.0330398540782001,400 (100%),High,2,2,1,Contact,NA,NA,NA,No CH contact,Blade contact,1,Absolute tip,4,14,Direct,NA,NA,NA,NA,29.46,32.34,30.8,31,30.5,30.8,31,31.3,29.46,30.5,31.3,32.34,211.015,211.015,127.245,96.631,2.591,58.806,30.81,30.81,30.8,31.1,30.25,31.3,115.796,568.4,406.3,568.4,16.4,NA,192.6,30.7675,30.863,30.7675,31.1825,NA,31.801,-0.09,Before nadir,134.694498344004,211.015,30.81,984.8,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0716152854_imp,100_imp,B65,16/07,15:28:54,00:59:00,48.02,48.03,808.5,1167.5,359,1.23685837971552,0.212574599964976,400 (100%),Low,6,5,6,Contact,NA,NA,NA,No CH contact,Blade contact,1,Center,3,11,Indirect,NA,NA,NA,NA,46.59,49.47,47.93,48.13,47.63,47.93,48.13,48.43,46.59,47.63,48.43,49.47,135.686,135.686,3.168,79.271,1.448,44.501,48.03,48.03,47.88,48.13,47.63,48.45,135.686,447.6,447.6,NA,31.9,NA,63.7,48.014,48.014,NA,48.273,NA,48.504,0,On nadir,58.8353139206621,135.686,48.03,808.5,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0716160219_imp,100_imp,B65,16/07,16:02:19,00:59:00,35.09,35.11,964.7,1187.1,222.4,1.03659168653467,0.0359381068056292,400 (100%),High,6,7,7,No contact,No hub rotation,Pressure force,Near tip,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,33.67,36.55,35.01,35.21,34.71,35.01,35.21,35.51,33.67,34.71,35.51,36.55,149.894,149.894,5.859,97.527,1.008,80.938,35.11,35.11,35.01,35.33,33.67,35.61,149.894,548.3,50.9,NA,548.3,NA,49,35.3535,35.1075,NA,35.3535,NA,36.126,0,On nadir,58.4072727960841,149.894,35.11,964.7,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0716165935_imp,100_imp,B65,16/07,16:59:35,00:59:00,22.16,22.97,1100.1,1171.9,71.8000000000002,0.909008271975275,-0.0954010847632529,400 (100%),Low,6,6,3,No contact,Hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,21.53,24.41,22.87,23.07,22.57,22.87,23.07,23.37,21.53,22.57,23.37,24.41,105.497,105.497,1.757,103.395,0.842,104.015,23.04,23.04,22.87,23.21,22.57,23.42,26.454,444.7,21.9,NA,263.3,NA,444.7,23.4985,23.03,NA,23.1965,NA,23.4985,0.07,After nadir,36.8506320873617,105.497,23.04,1331.4,GV contact,103.395,23.21,1266.1,104.015,23.42,1311.8,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0716173841_imp,100_imp,B65,16/07,17:38:41,00:59:00,21.93,22.89,1090.1,1144.8,54.7,0.91734703238235,-0.0862694351521758,400 (100%),High,5,5,7,No contact,Hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,21.45,24.33,22.79,22.99,22.49,22.79,22.99,23.29,21.45,22.49,23.29,24.33,74.91,74.91,2.587,39.785,0.397,63.343,22.96,22.96,22.73,23.04,22.42,23.38,17.809,404.2,404.2,NA,7.1,NA,9.6,22.9385,22.9385,NA,23.0215,NA,23.353,0.07,After nadir,27.4481735570702,NA,NA,NA,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0716180839_imp,100_imp,B65,16/07,18:08:39,00:59:00,25.79,25.81,973.1,1193.4,220.3,1.02764361319494,0.0272684271541938,400 (100%),Low,1,1,6,Contact,NA,NA,NA,No CH contact,Blade contact,1,Absolute tip,4,14,Direct,NA,NA,NA,NA,24.37,27.25,25.71,25.91,25.41,25.71,25.91,26.21,24.37,25.41,26.21,27.25,171.241,171.241,24.9,117.819,0.734,32.034,25.81,25.81,25.54,25.91,24.6,26.4,171.241,599.3,599.3,48.6,583.2,8,27.7,25.7625,25.7625,25.55,25.9125,24.554,26.334,0,On nadir,91.0586742401895,171.241,25.81,973.1,No GV contact,126.317,25.9,1271.8,NA,NA,NA,NA,NA,NA,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B65-0716183453_imp,100_imp,B65,16/07,18:34:53,01:00:00,24.22,25.18,1067.2,1148.2,81,0.937031484257871,-0.0650383961792223,400 (100%),High,4,3,2,No contact,No hub rotation,No pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,23.74,26.62,25.08,25.28,24.78,25.08,25.28,25.58,23.74,24.78,25.58,26.62,177.024,75.293,2.109,177.024,0.932,74.046,25.4,25.24,24.88,25.4,23.93,26.11,54.5,456.4,10.8,NA,248.8,NA,456.4,26.373,25.223,NA,25.383,NA,26.373,0.06,After nadir,42.5377457929173,177.024,25.4,1247.5,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0716152748_imp,100_imp,B67,16/07,15:27:48,00:59:00,24.74,25.46,1077.9,1137.9,60,0.927729845069116,-0.0750147038054457,400 (100%),Low,4,5,1,Contact,NA,NA,NA,No CH contact,Blade contact,1,Near hub,1,10,Indirect,NA,NA,NA,NA,24.02,26.9,25.36,25.56,25.06,25.36,25.56,25.86,24.02,25.06,25.86,26.9,119.601,119.601,1.718,63.144,0.743,8.731,25.54,25.54,25.21,25.57,24.56,26.47,24.437,567.8,567.8,NA,8.7,NA,47,25.504,25.504,NA,25.569,NA,26.8375,0.08,After nadir,50.9124451377535,119.601,25.54,1304.1,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0716170117_imp,100_imp,B67,16/07,17:01:17,00:59:00,24.1,25.05,1106.7,1173,66.3,0.903587241348152,-0.101382614288603,400 (100%),Low,7,6,1,No contact,Hub rotation,No pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,23.61,26.49,24.95,25.15,24.65,24.95,25.15,25.45,23.61,24.65,25.45,26.49,161.565,109.417,3.12,161.565,1.685,97.526,25.25,25.15,24.93,25.25,24.65,26.24,32.751,289.2,14.3,NA,22.6,NA,289.2,26.1475,25.1215,NA,25.2265,NA,26.1475,0.1,After nadir,56.4663929257715,109.417,25.15,1311,GV contact,161.565,25.25,1274.7,NA,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0716172919_imp,100_imp,B67,16/07,17:29:19,00:59:00,24.33,25.28,1061.9,1143.7,81.8,0.941708258781429,-0.060059756427663,400 (100%),High,4,4,7,No contact,Hub rotation,Pressure force,Center hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,23.84,26.72,25.18,25.38,24.88,25.18,25.38,25.68,23.84,24.88,25.68,26.72,133.878,68.652,1.416,133.878,1.594,43.574,25.57,25.28,25.05,25.57,24.37,25.68,68.652,364.8,10.5,NA,364.8,NA,5.7,25.5905,25.262,NA,25.5905,NA,25.685,0,On nadir,35.6164811488807,133.878,25.57,1378.6,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0716181841_imp,100_imp,B67,16/07,18:18:41,00:59:00,23.43,23.45,1034.2,1114.8,80.5999999999999,0.966930961129375,-0.0336281809799841,400 (100%),Low,2,2,6,No contact,Hub rotation,No pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,22.01,24.89,23.35,23.55,23.05,23.35,23.55,23.85,22.01,23.05,23.85,24.89,174.165,65.406,4.127,174.165,0.255,45.122,23.74,23.51,23.22,23.74,22.02,23.93,54.41,76.4,11,NA,22.3,NA,76.4,24.3005,23.495,NA,23.7125,NA,24.3005,0.06,After nadir,32.5158789084729,174.165,23.74,1409.3,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0716183814_imp,100_imp,B67,16/07,18:38:14,00:59:00,24.5,24.92,1081.2,1153.5,72.3,0.92489826119126906,-0.0780715354201555,400 (100%),High,7,7,5,No contact,No hub rotation,Pressure force,Near tip,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,23.48,26.36,24.82,25.02,24.52,24.82,25.02,25.32,23.48,24.52,25.32,26.36,56.119,56.119,4.493,30.091,3.28,17.928,24.97,24.97,24.63,25.25,24.52,25.65,49.627,261.3,NA,NA,261.3,NA,100.9,25.2475,NA,NA,25.2475,NA,25.693,0.05,After nadir,30.7199805927518,NA,NA,NA,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0717115729_imp,100_imp,B67,17/07,11:57:29,00:59:00,30.89,30.91,1056.9,1118.7,61.8,0.946163307786924,-0.0553400950331647,400 (100%),Low,5,5,2,No contact,No hub rotation,No pressure force,Near tip,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,29.47,32.35,30.81,31.01,30.51,30.81,31.01,31.31,29.47,30.51,31.31,32.35,81.471,76.331,11.497,81.471,0.692,73.474,31.17,30.97,30.75,31.17,29.47,31.47,21.65,199.3,117.3,NA,11.3,NA,199.3,31.946,30.9845,NA,31.1545,NA,31.946,0.06,After nadir,28.2305704343291,NA,NA,NA,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0717124104_imp,100_imp,B67,17/07,12:41:04,00:59:00,21.54,22.44,1044.4,1100.5,56.0999999999999,0.957487552661815,-0.0434425578428368,400 (100%),High,1,1,2,Contact,NA,NA,NA,No CH contact,Blade contact,1,Center,2,11,Direct,NA,NA,NA,NA,21,23.88,22.34,22.54,22.04,22.34,22.54,22.84,21,22.04,22.84,23.88,154.54,151.074,9.322,154.54,0.076,87.141,22.6,22.54,22.25,22.6,21.26,22.93,20.15,254.9,225.2,NA,18.8,NA,254.9,23.5525,22.4995,NA,22.5765,NA,23.5525,0.1,After nadir,53.1643614333799,154.54,22.6,1317.4,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B67-0717131322_imp,100_imp,B67,17/07,13:13:22,01:00:00,22.63,23.54,1042.2,1106.9,64.7,0.959508731529457,-0.0413338634929772,400 (100%),Low,1,1,1,No contact,No hub rotation,No pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,22.1,24.98,23.44,23.64,23.14,23.44,23.64,23.94,22.1,23.14,23.94,24.98,161.61,59.529,14.232,161.61,0.876,32.78,23.8,23.61,23.36,23.8,22.44,24.36,26.303,261,8.6,47.9,261,NA,107.4,23.812,23.5945,23.4215,23.812,NA,24.5345,0.07,After nadir,21.8927627691588,161.61,23.8,1385.7,GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B68-0716134028_imp,100_imp,B68,16/07,13:40:28,00:59:00,31.24,31.26,1031.8,1141.4,109.6,0.969180073657686,-0.0313048498284124,400 (100%),High,2,2,7,No contact,Hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,29.82,32.7,31.16,31.36,30.86,31.16,31.36,31.66,29.82,30.86,31.66,32.7,107.398,107.398,4.192,54.077,0.159,86.794,31.26,31.26,31.05,31.52,30.57,31.83,107.398,200.5,15.9,NA,7.7,NA,200.5,31.8195,31.2375,NA,31.4975,NA,31.8195,0,On nadir,44.1220468344018,107.398,31.26,1031.8,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B68-0716151507_imp,100_imp,B68,16/07,15:15:07,00:59:00,44.18,44.86,1086.2,1177.2,91,0.920640765973117,-0.0826853666186079,400 (100%),Low,7,7,6,No contact,No hub rotation,Pressure force,Near tip,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,43.42,46.3,44.76,44.96,44.46,44.76,44.96,45.26,43.42,44.46,45.26,46.3,83.747,67.015,3.066,83.747,1.507,74.807,45.24,44.93,44.57,45.24,44.46,45.48,66.338,394.2,NA,NA,12.5,NA,394.2,45.3335,NA,NA,45.065,NA,45.3335,0.07,After nadir,37.6565536008706,NA,NA,NA,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B68-0716161555_imp,100_imp,B68,16/07,16:15:55,00:59:00,33.9,33.92,927.2,1194,266.8,1.07851596203624,0.0755859869565951,400 (100%),High,7,7,2,Contact,NA,NA,NA,No CH contact,Blade contact,2,Near tip,3,13,Direct,Near hub,2,10,Indirect,32.48,35.36,33.82,34.02,33.52,33.82,34.02,34.32,32.48,33.52,34.32,35.36,203.736,203.736,6.073,161.206,1.366,66.881,33.99,33.99,33.82,34.03,33.52,34.4,62.536,521.8,521.8,NA,31.5,NA,151.8,33.9105,33.9105,NA,34.0335,NA,34.889,0.07,After nadir,104.002486110853,203.736,33.99,1185.5,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B69-0716112716_imp,100_imp,B69,16/07,11:27:16,00:59:00,33.4,34.34,1069.6,1160.8,91.2,0.93492894540015,-0.0672847468055962,400 (100%),High,7,6,7,No contact,No hub rotation,Pressure force,Center,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,32.9,35.78,34.24,34.44,33.94,34.24,34.44,34.74,32.9,33.94,34.74,35.78,116.533,116.533,4.471,64.751,3.054,73.691,34.33,34.33,34.23,34.49,33.7,35,105.244,15.7,15.7,NA,8.7,NA,11.6,34.303,34.303,NA,34.5205,NA,34.9465,-0.01,Before nadir,54.3568538601291,116.533,34.33,1076.9,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B69-0716131707_imp,100_imp,B69,16/07,13:17:07,01:00:00,40.37,41.16,1101.1,1164.4,63.3000000000002,0.908182726364545,-0.0963096801374083,400 (100%),Low,6,5,2,No contact,Hub rotation,No pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,39.72,42.6,41.06,41.26,40.76,41.06,41.26,41.56,39.72,40.76,41.56,42.6,169.092,87.694,1.873,169.092,0.785,77.807,41.52,41.22,41.04,41.52,40.76,41.92,41.34,198.1,11.6,NA,151.2,NA,198.1,42.248,41.203,NA,41.3745,NA,42.248,0.06,After nadir,46.6903118593548,115.12,41.36,1356.6,GV contact,169.092,41.52,1408.9,NA,NA,NA,NA,NA,NA,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B69-0716135923_imp,100_imp,B69,16/07,13:59:23,00:59:00,22.7,22.73,1069.1,1115.8,46.7,0.935366195865681,-0.0668171730373171,400 (100%),High,2,2,2,No contact,No hub rotation,Pressure force,Near hub,No CH contact,No blade contact,0,NA,NA,NA,NA,NA,NA,NA,NA,21.29,24.17,22.63,22.83,22.33,22.63,22.83,23.13,21.29,22.33,23.13,24.17,135.481,99.497,6.372,135.481,0.484,83.059,23.11,22.79,22.51,23.11,21.29,23.45,25.36,141.9,101.3,NA,16.7,NA,141.9,23.4735,22.808,NA,23.076,NA,23.4735,0.06,After nadir,32.5856749734633,99.497,22.79,1281.3,GV contact,135.481,23.11,1347.8,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B69-0716144306_imp,100_imp,B69,16/07,14:43:06,00:59:00,28.98,29,969.8,1191,221.2,1.03114044132811,0.0306654143108852,400 (100%),Low,7,5,5,Contact,NA,NA,NA,No CH contact,Blade contact,2,Absolute tip,6,14,Direct,Near tip,5,13,Direct,27.56,30.44,28.9,29.1,28.6,28.9,29.1,29.4,27.56,28.6,29.4,30.44,235.555,235.555,15.13,92.41,11.318,65.852,29,29,28.72,29.15,28.47,29.55,235.555,534.9,534.9,39.2,168.2,13.8,93.6,28.9725,28.9725,28.696,29.364,28.4415,29.7555,0,On nadir,84.6123547854173,235.555,29,969.8,No GV contact,134.9,29.06,1239.8,NA,NA,NA,NA,NA,NA,0,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B69-0716153730_imp,100_imp,B69,16/07,15:37:30,01:00:00,27.34,27.36,1015.5,1155,139.5,0.984736582964057,-0.0153811020383024,400 (100%),High,2,3,6,Contact,NA,NA,NA,CH contact,No blade contact,1,Center hub,1,NA,Indirect,NA,NA,NA,NA,25.92,28.8,27.26,27.46,26.96,27.26,27.46,27.76,25.92,26.96,27.76,28.8,182.464,182.464,2.921,64.413,1.565,40.483,27.38,27.38,27.22,27.71,26.02,27.91,118.429,148.6,148.6,NA,81.6,NA,87.2,27.375,27.375,NA,27.726,NA,27.806,0.02,After nadir,77.4901428431845,182.464,27.38,1059.4,No GV contact,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
B69-0716160245_imp,100_imp,B69,16/07,16:02:45,00:59:00,22.7,22.73,1032.7,1157.9,125.2,0.968335431393435,-0.0321767316952212,400 (100%),Low,3,3,6,Contact,NA,NA,NA,CH contact,No blade contact,1,Center hub,3,NA,Indirect,NA,NA,NA,NA,21.29,24.17,22.63,22.83,22.33,22.63,22.83,23.13,21.29,22.33,23.13,24.17,140.453,140.453,3.296,124.262,1.743,45.58,22.75,22.75,22.63,22.97,21.4,23.32,74.595,105.9,105.9,NA,16,NA,7.3,22.6955,22.6955,NA,22.944,NA,23.292,0.02,After nadir,64.9275445506832,140.453,22.75,1089.1,GV contact,124.262,22.97,1409.8,NA,NA,NA,NA,NA,NA,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
